Schengen State,Country where consulate is located,Consulate,Airport transit visas (ATVs) applied for , ATVs issued (including multiple),Multiple ATVs issued,ATVs not issued ,Not issued rate for ATVs,Uniform visas applied for,"Total  uniform visas issued (including MEV) 
",Multiple entry uniform visas (MEVs) issued,Share of MEVs on total number of uniform visas issued,Total LTVs issued,Uniform visas not issued,Not issued rate for uniform visas,Total ATVs and uniform visas applied for,"Total ATVs and uniform visas issued  (including multiple ATVs, MEVs and LTVs) ",Total ATVs and uniform visas not issued,Not issued rate for ATVs and uniform visas 
Netherlands,CROATIA,ZAGREB,,,,,,36,25,17,68.0%,,10,27.8%,36,25,10,27.8%
Netherlands,CUBA,HAVANA,213,165,155,40,18.8%,"1,503",959,510,53.2%,,523,34.8%,"1,716","1,124",563,32.8%
Netherlands,CYPRUS,NICOSIA,,,,,,19,,,,,14,73.7%,19,,14,73.7%
Netherlands,CZECH REPUBLIC,PRAGUE,,,,,,11,3,2,66.7%,7,,,11,10,,
Netherlands,DOMINICAN REPUBLIC,SANTO DOMINGO,4,2,2,2,50.0%,"2,673","1,812","1,033",57.0%,,843,31.5%,"2,677","1,814",845,31.6%
Netherlands,EGYPT,CAIRO,3,1,1,,,"13,037","8,581","8,543",99.6%,179,"3,996",30.7%,"13,040","8,761","3,996",30.6%
Netherlands,ETHIOPIA,ADDIS ABEBA,4,,,3,75.0%,"2,105","1,662","1,542",92.8%,7,377,17.9%,"2,109","1,669",380,18.0%
Netherlands,FINLAND,HELSINKI,,,,,,2,2,2,100.0%,,,,2,2,,
Netherlands,FRANCE,PARIS,,,,,,2,1,1,100.0%,,1,50.0%,2,1,1,50.0%
Netherlands,GEORGIA,TBILISSI,2,1,1,,,697,254,158,62.2%,4,408,58.5%,699,259,408,58.4%
Netherlands,GERMANY,BERLIN,,,,,,1,,,,,1,100.0%,1,,1,100.0%
Netherlands,GHANA,ACCRA,283,199,175,57,20.1%,"18,438","10,722","9,225",86.0%,9,"7,587",41.1%,"18,721","10,930","7,644",40.8%
Netherlands,GREECE,ATHENS,,,,,,35,18,2,11.1%,6,4,11.4%,35,24,4,11.4%
Netherlands,HONG KONG S.A.R.,HONG KONG,,,,,,781,745,743,99.7%,,25,3.2%,781,745,25,3.2%
Netherlands,HUNGARY,BUDAPEST,,,,,,6,5,4,80.0%,,,,6,5,,
Netherlands,INDIA,BANGALORE,,,,,,"15,187","14,038","12,710",90.5%,,"1,075",7.1%,"15,187","14,038","1,075",7.1%
Netherlands,INDIA,CHENNAI,,,,,,"8,180","7,548","6,807",90.2%,,593,7.2%,"8,180","7,548",593,7.2%
Netherlands,INDIA,KOLKATA,,,,,,"3,787","3,455","3,104",89.8%,,294,7.8%,"3,787","3,455",294,7.8%
Netherlands,INDIA,MUMBAI,1,,,,,"23,981","22,595","21,266",94.1%,,"1,304",5.4%,"23,982","22,595","1,304",5.4%
Netherlands,INDIA,NEW DELHI,5,1,1,3,60.0%,"29,109","25,001","22,262",89.0%,6,"3,918",13.5%,"29,114","25,008","3,921",13.5%
Netherlands,INDONESIA,JAKARTA,1,1,1,,,"40,411","38,447","38,384",99.8%,2,"1,157",2.9%,"40,412","38,450","1,157",2.9%
Netherlands,IRAN,TEHERAN,53,27,27,25,47.2%,"28,379","18,544","18,496",99.7%,199,"9,354",33.0%,"28,432","18,770","9,379",33.0%
Netherlands,IRAQ,BAGHDAD,,,,,,819,615,609,99.0%,69,117,14.3%,819,684,117,14.3%
Netherlands,IRAQ,ERBIL,,,,,,590,386,385,99.7%,13,166,28.1%,590,399,166,28.1%
Netherlands,IRELAND,DUBLIN,1,1,1,,,"3,291","3,118","3,113",99.8%,2,14,0.4%,"3,292","3,121",14,0.4%
Netherlands,ISRAEL,TEL AVIV,3,2,2,,,336,220,219,99.5%,32,72,21.4%,339,254,72,21.2%
Netherlands,ITALY,ROME,,,,,,2,1,1,100.0%,,,,2,1,,
Netherlands,JAPAN,TOKYO,,,,,,721,665,656,98.6%,1,44,6.1%,721,666,44,6.1%
Netherlands,JORDAN,AMMAN,10,,,2,20.0%,"6,390","4,588","4,585",99.9%,162,"1,546",24.2%,"6,400","4,750","1,548",24.2%
Netherlands,KAZAKHSTAN,ASTANA,,,,,,5,5,4,80.0%,,,,5,5,,
Netherlands,KENYA,NAIROBI,3,3,3,,,"4,406","4,045","4,021",99.4%,19,280,6.4%,"4,409","4,067",280,6.4%
Netherlands,KUWAIT,KUWAIT,6,5,4,1,16.7%,"14,351","13,605","13,598",99.9%,63,503,3.5%,"14,357","13,673",504,3.5%
Netherlands,LEBANON,BEIRUT,4,4,4,,,"5,228","4,046","4,030",99.6%,248,853,16.3%,"5,232","4,298",853,16.3%
Netherlands,LUXEMBOURG,LUXEMBOURG,,,,,,1,,,,,,,1,,,
Netherlands,MALAYSIA,KUALA LUMPUR,15,9,7,2,13.3%,"1,003",636,602,94.7%,16,291,29.0%,"1,018",661,293,28.8%
Netherlands,MALI,BAMAKO,1,,,,,"2,049",906,753,83.1%,3,"1,093",53.3%,"2,050",909,"1,093",53.3%
Netherlands,MEXICO,MEXICO CITY,22,20,16,2,9.1%,190,167,156,93.4%,,16,8.4%,212,187,18,8.5%
Netherlands,MOROCCO,CASABLANCA,,,,,,1,,,,,1,100.0%,1,,1,100.0%
Netherlands,MOROCCO,NADOR,,,,,,"15,933","10,145","8,796",86.7%,7,"5,720",35.9%,"15,933","10,152","5,720",35.9%
Netherlands,MOROCCO,RABAT,,,,,,"13,874","10,589","8,985",84.9%,38,"3,156",22.7%,"13,874","10,627","3,156",22.7%
Netherlands,MOZAMBIQUE,MAPUTO,2,,,,,925,823,823,100.0%,1,65,7.0%,927,824,65,7.0%
Netherlands,MYANMAR,YANGON,2,1,1,,,"1,430","1,256",736,58.6%,,134,9.4%,"1,432","1,257",134,9.4%
Netherlands,NEPAL,KATHMANDU,13,6,6,7,53.8%,"1,653",973,695,71.4%,,633,38.3%,"1,666",979,640,38.4%
Netherlands,NETHERLANDS,ARUBA,7,7,4,,,104,96,40,41.7%,,2,1.9%,111,103,2,1.8%
Netherlands,NETHERLANDS,THE HAGUE,53,52,42,,,512,482,375,77.8%,10,4,0.8%,565,544,4,0.7%
Netherlands,NETHERLANDS,WILLEMSTAD (CURACAO),27,21,19,2,7.4%,331,295,116,39.3%,3,28,8.5%,358,319,30,8.4%
Netherlands,NEW ZEALAND,WELLINGTON,,,,,,434,393,389,99.0%,1,26,6.0%,434,394,26,6.0%
Netherlands,NORTH MACEDONIA,SKOPJE,,,,,,101,65,57,87.7%,12,16,15.8%,101,77,16,15.8%
Netherlands,OMAN,MUSCAT,3,,,3,100.0%,"9,322","8,755","8,748",99.9%,13,469,5.0%,"9,325","8,768",472,5.1%
Netherlands,PAKISTAN,ISLAMABAD,20,8,6,11,55.0%,"11,506","5,948","4,900",82.4%,78,"5,289",46.0%,"11,526","6,034","5,300",46.0%
Netherlands,PAKISTAN,KARACHI,3,3,3,,,"2,492","1,701","1,437",84.5%,34,712,28.6%,"2,495","1,738",712,28.5%
Netherlands,PALESTINIAN AUTHORITY,RAMALLAH,,,,,,587,371,370,99.7%,73,126,21.5%,587,444,126,21.5%
Netherlands,PERU,LIMA,5,4,4,1,20.0%,85,75,63,84.0%,,9,10.6%,90,79,10,11.1%
Netherlands,PHILIPPINES,MANILA,3,3,2,,,"42,338","39,571","39,369",99.5%,3,"1,843",4.4%,"42,341","39,577","1,843",4.4%
Netherlands,POLAND,WARSAW,,,,,,4,2,2,100.0%,,,,4,2,,
Netherlands,PORTUGAL,LISBON,,,,,,2,2,2,100.0%,,,,2,2,,
Netherlands,QATAR,DOHA,1,1,1,,,"6,284","5,048","5,045",99.9%,53,"1,090",17.3%,"6,285","5,102","1,090",17.3%
Netherlands,ROMANIA,BUCHAREST,,,,,,447,411,361,87.8%,,33,7.4%,447,411,33,7.4%
Netherlands,RUSSIAN FEDERATION,MOSCOW,6,2,2,2,33.3%,"36,693","35,317","29,342",83.1%,24,"1,072",2.9%,"36,699","35,343","1,074",2.9%
Netherlands,RUSSIAN FEDERATION,NOVOSIBIRSK,,,,,,"1,991","1,919","1,424",74.2%,,66,3.3%,"1,991","1,919",66,3.3%
Netherlands,RUSSIAN FEDERATION,ROSTOV,,,,,,"1,454","1,353","1,073",79.3%,,85,5.8%,"1,454","1,353",85,5.8%
Netherlands,RUSSIAN FEDERATION,ST. PETERSBURG,,,,,,"3,496","3,337","3,038",91.0%,1,139,4.0%,"3,496","3,338",139,4.0%
Netherlands,RUSSIAN FEDERATION,YEKATERINBURG,,,,,,"1,767","1,719","1,242",72.3%,,42,2.4%,"1,767","1,719",42,2.4%
Netherlands,RWANDA,KIGALI,,,,,,3,3,3,100.0%,,,,3,3,,
Netherlands,SAUDI ARABIA,JEDDAH,10,,,10,100.0%,"2,116","1,706","1,705",99.9%,6,359,17.0%,"2,126","1,712",369,17.4%
Netherlands,SAUDI ARABIA,RIYADH,10,2,2,,,"11,873","10,523","10,517",99.9%,117,"1,048",8.8%,"11,883","10,642","1,048",8.8%
Netherlands,SENEGAL,DAKAR,,,,,,"2,313",979,849,86.7%,3,"1,281",55.4%,"2,313",982,"1,281",55.4%
Netherlands,SERBIA,BELGRADE,,,,,,71,58,54,93.1%,,13,18.3%,71,58,13,18.3%
Netherlands,SINGAPORE,SINGAPORE,,,,,,"3,092","2,958","2,940",99.4%,3,98,3.2%,"3,092","2,961",98,3.2%
Netherlands,SLOVAKIA,BRATISLAVA,,,,,,2,,,,,,,2,,,
Netherlands,SLOVENIA,LJUBLJANA,,,,,,1,1,,,,,,1,1,,
Netherlands,SOUTH AFRICA,CAPE TOWN,1,1,1,,,"7,409","7,216","7,214",100.0%,,118,1.6%,"7,410","7,217",118,1.6%
Netherlands,SOUTH AFRICA,DURBAN,,,,,,"2,394","2,298","2,298",100.0%,,71,3.0%,"2,394","2,298",71,3.0%
Netherlands,SOUTH AFRICA,JOHANNESBURG,,,,,,"5,243","5,110","5,110",100.0%,,102,1.9%,"5,243","5,110",102,1.9%
Netherlands,SOUTH AFRICA,PRETORIA,3,,,,,"6,846","6,612","6,609",100.0%,1,175,2.6%,"6,849","6,613",175,2.6%
Netherlands,SOUTH KOREA,SEOUL,3,2,2,,,237,190,185,97.4%,,45,19.0%,240,192,45,18.8%
Netherlands,SRI LANKA,COLOMBO,,,,,,6,5,3,60.0%,,1,16.7%,6,5,1,16.7%
Netherlands,SUDAN,KHARTOUM,3,2,2,1,33.3%,"1,906","1,289","1,144",88.8%,76,476,25.0%,"1,909","1,367",477,25.0%
Netherlands,SURINAME,PARAMARIBO,46,35,33,1,2.2%,"16,883","15,289","15,215",99.5%,9,"1,508",8.9%,"16,929","15,333","1,509",8.9%
Netherlands,SWEDEN,STOCKHOLM,1,1,,,,26,20,17,85.0%,2,1,3.8%,27,23,1,3.7%
Netherlands,TAIWAN,TAIPEI,,,,,,122,116,116,100.0%,1,1,0.8%,122,117,1,0.8%
Netherlands,TANZANIA,DAR ES SALAAM,2,2,1,,,"1,081",902,899,99.7%,3,164,15.2%,"1,083",907,164,15.1%
Netherlands,THAILAND,BANGKOK,,,,,,"14,673","13,311","13,253",99.6%,,"1,055",7.2%,"14,673","13,311","1,055",7.2%
Netherlands,TRINIDAD AND TOBAGO,PORT OF SPAIN,14,9,6,,,76,59,55,93.2%,,16,21.1%,90,68,16,17.8%
Netherlands,TUNISIA,TUNIS,6,,,,,"7,759","3,543","3,419",96.5%,41,"3,919",50.5%,"7,765","3,584","3,919",50.5%
Netherlands,TURKEY,ANKARA,,,,,,"17,675","14,412","9,886",68.6%,16,"3,141",17.8%,"17,675","14,428","3,141",17.8%
Netherlands,TURKEY,ISTANBUL,18,,,16,88.9%,"47,930","42,716","32,631",76.4%,21,"4,743",9.9%,"47,948","42,737","4,759",9.9%
Netherlands,TURKEY,IZMIR,,,,,,"6,240","5,558","3,921",70.5%,,657,10.5%,"6,240","5,558",657,10.5%
Netherlands,UGANDA,KAMPALA,2,,,,,"2,623","1,907","1,873",98.2%,24,673,25.7%,"2,625","1,931",673,25.6%
Netherlands,UKRAINE,KYIV,7,5,2,2,28.6%,"2,368","1,937","1,607",83.0%,7,408,17.2%,"2,375","1,949",410,17.3%
Netherlands,UNITED ARAB EMIRATES,ABU DHABI,11,6,6,5,45.5%,"4,821","3,655","3,653",99.9%,94,955,19.8%,"4,832","3,755",960,19.9%
Netherlands,UNITED ARAB EMIRATES,DUBAI,16,6,6,8,50.0%,"14,594","11,282","11,265",99.8%,189,"2,921",20.0%,"14,610","11,477","2,929",20.0%
Netherlands,UNITED KINGDOM,EDINBURGH,2,2,2,,,"1,395","1,370","1,353",98.8%,5,7,0.5%,"1,397","1,377",7,0.5%
Netherlands,UNITED KINGDOM,LONDON,3,2,1,,,"15,327","14,838","14,780",99.6%,67,74,0.5%,"15,330","14,907",74,0.5%
Netherlands,UNITED KINGDOM,MANCHESTER,,,,,,"1,226","1,194","1,190",99.7%,3,5,0.4%,"1,226","1,197",5,0.4%
Netherlands,USA,"CHICAGO, IL",10,1,1,1,10.0%,"1,846","1,752","1,708",97.5%,4,36,2.0%,"1,856","1,757",37,2.0%
Netherlands,USA,"HOUSTON, TX",5,,,,,"1,151","1,074","1,057",98.4%,3,40,3.5%,"1,156","1,077",40,3.5%
Netherlands,USA,"MIAMI, FL",,,,,,681,639,629,98.4%,2,25,3.7%,681,641,25,3.7%
Netherlands,USA,"NEW YORK, NY",7,2,1,1,14.3%,"2,381","2,317","2,288",98.7%,,35,1.5%,"2,388","2,319",36,1.5%
Netherlands,USA,"SAN FRANCISCO, CA",1,,,,,"2,121","2,042","1,994",97.6%,6,20,0.9%,"2,122","2,048",20,0.9%
Netherlands,USA,"WASHINGTON, DC",7,7,6,,,"1,784","1,693","1,637",96.7%,11,55,3.1%,"1,791","1,711",55,3.1%
Netherlands,VENEZUELA,CARACAS,,,,,,16,13,12,92.3%,,2,12.5%,16,13,2,12.5%
Netherlands,VIETNAM,HANOI,,,,,,"2,019","1,630",979,60.1%,33,280,13.9%,"2,019","1,663",280,13.9%
Netherlands,VIETNAM,HO CHI MINH,3,,,,,"4,735","3,702","1,575",42.5%,8,859,18.1%,"4,738","3,710",859,18.1%
Netherlands,ZIMBABWE,HARARE,3,1,1,,,"1,079",981,976,99.5%,,83,7.7%,"1,082",982,83,7.7%
Norway,AFGHANISTAN,KABUL,,,,,,55,37,11,29.7%,17,1,1.8%,55,54,1,1.8%
Norway,ALGERIA,ALGIERS,,,,,,379,188,76,40.4%,1,190,50.1%,379,189,190,50.1%
Norway,ANGOLA,LUANDA,,,,,,190,127,29,22.8%,1,62,32.6%,190,128,62,32.6%
Norway,ARGENTINA,BUENOS AIRES,,,,,,4,4,1,25.0%,,,,4,4,,
Norway,AUSTRALIA,CANBERRA,,,,,,375,350,79,22.6%,9,16,4.3%,375,359,16,4.3%
Norway,AUSTRIA,VIENNA,,,,,,1,1,1,100.0%,2,,,1,3,,
Norway,AZERBAIJAN,BAKU,,,,,,211,175,71,40.6%,,36,17.1%,211,175,36,17.1%
Norway,BOSNIA AND HERZEGOVINA,SARAJEVO,,,,,,6,6,3,50.0%,,,,6,6,,
Norway,BRAZIL,BRASILIA,,,,,,3,3,,,,,,3,3,,
Norway,BRAZIL,RIO DE JANEIRO,,,,,,10,3,2,66.7%,3,4,40.0%,10,6,4,40.0%
Norway,CHINA,BEIJING,,,,,,"28,479","28,081","1,916",6.8%,7,391,1.4%,"28,479","28,088",391,1.4%
Norway,CHINA,GUANGZHOU (CANTON),,,,,,"10,970","10,815",425,3.9%,1,154,1.4%,"10,970","10,816",154,1.4%
Norway,CHINA,SHANGHAI,,,,,,"27,435","27,290",846,3.1%,4,141,0.5%,"27,435","27,294",141,0.5%
Norway,CROATIA,ZAGREB,,,,,,6,3,1,33.3%,2,1,16.7%,6,5,1,16.7%
Norway,CUBA,HAVANA,,,,,,1,7,,,8,,,1,15,,
Norway,EGYPT,CAIRO,,,,,,565,487,148,30.4%,4,74,13.1%,565,491,74,13.1%
Norway,ETHIOPIA,ADDIS ABEBA,,,,,,2,5,,,5,2,100.0%,2,10,2,100.0%
Norway,GERMANY,BERLIN,,,,,,,1,,,1,,,,2,,
Norway,GHANA,ACCRA,,,,,,"1,495",702,168,23.9%,7,786,52.6%,"1,495",709,786,52.6%
Norway,GREECE,ATHENS,,,,,,2,2,1,50.0%,,,,2,2,,
Norway,INDIA,NEW DELHI,,,,,,"18,499","15,811","2,554",16.2%,75,"2,613",14.1%,"18,499","15,886","2,613",14.1%
Norway,INDONESIA,JAKARTA,,,,,,"4,625","4,601",472,10.3%,20,4,0.1%,"4,625","4,621",4,0.1%
Norway,IRAN,TEHERAN,,,,,,"1,862","1,207",161,13.3%,63,592,31.8%,"1,862","1,270",592,31.8%
Norway,ISRAEL,TEL AVIV,,,,,,25,21,2,9.5%,1,3,12.0%,25,22,3,12.0%
Norway,ITALY,ROME,,,,,,1,,,,1,,,1,1,,
Norway,JAPAN,TOKYO,,,,,,253,239,32,13.4%,,14,5.5%,253,239,14,5.5%
Norway,JORDAN,AMMAN,,,,,,293,219,48,21.9%,24,50,17.1%,293,243,50,17.1%
Norway,KENYA,NAIROBI,,,,,,"1,090",855,80,9.4%,27,208,19.1%,"1,090",882,208,19.1%
Norway,KOSOVO,PRISTINA,,,,,,"2,205",32,32,100.0%,"1,769",468,21.2%,"2,205","1,801",468,21.2%
Norway,LEBANON,BEIRUT,,,,,,544,404,239,59.2%,55,85,15.6%,544,459,85,15.6%
Norway,MALAWI,LILONGWE,,,,,,137,121,17,14.0%,5,11,8.0%,137,126,11,8.0%
Norway,MOZAMBIQUE,MAPUTO,,,,,,258,245,53,21.6%,,13,5.0%,258,245,13,5.0%
Norway,NETHERLANDS,THE HAGUE,,,,,,4,1,1,100.0%,3,,,4,4,,
Norway,NIGERIA,ABUJA,,,,,,631,310,39,12.6%,8,313,49.6%,631,318,313,49.6%
Norway,PAKISTAN,ISLAMABAD,,,,,,"2,013","1,156",302,26.1%,17,840,41.7%,"2,013","1,173",840,41.7%
Norway,PALESTINIAN AUTHORITY,RAMALLAH,,,,,,317,247,20,8.1%,44,26,8.2%,317,291,26,8.2%
Norway,PHILIPPINES,MANILA,,,,,,"6,380","5,918","1,703",28.8%,14,448,7.0%,"6,380","5,932",448,7.0%
Norway,ROMANIA,BUCHAREST,,,,,,30,21,4,19.0%,2,7,23.3%,30,23,7,23.3%
Norway,RUSSIAN FEDERATION,MOSCOW,,,,,,"21,420","17,504","12,675",72.4%,91,"3,825",17.9%,"21,420","17,595","3,825",17.9%
Norway,RUSSIAN FEDERATION,MURMANSK,,,,,,31,22,22,100.0%,,9,29.0%,31,22,9,29.0%
Norway,SAUDI ARABIA,RIYADH,,,,,,"1,330","1,234","1,185",96.0%,19,77,5.8%,"1,330","1,253",77,5.8%
Norway,SERBIA,BELGRADE,,,,,,15,13,3,23.1%,1,1,6.7%,15,14,1,6.7%
Norway,SOUTH AFRICA,PRETORIA,,,,,,"2,975","2,883",949,32.9%,6,86,2.9%,"2,975","2,889",86,2.9%
Norway,SOUTH KOREA,SEOUL,,,,,,,3,,,3,,,,6,,
Norway,SOUTH SUDAN,JUBA,,,,,,9,3,2,,6,,,9,9,,
Norway,SPAIN,MADRID,,,,,,2,15,,,15,2,100.0%,2,30,2,100.0%
Norway,SRI LANKA,COLOMBO,,,,,,933,801,141,,22,110,11.8%,933,823,110,11.8%
Norway,SUDAN,KHARTOUM,,,,,,277,98,16,16.3%,13,166,59.9%,277,111,166,59.9%
Norway,SWEDEN,STOCKHOLM,,,,,,6,3,3,100.0%,1,2,33.3%,6,4,2,33.3%
Norway,THAILAND,BANGKOK,,,,,,"13,569","12,813","4,032",31.5%,42,714,5.3%,"13,569","12,855",714,5.3%
Norway,TURKEY,ANKARA,,,,,,"1,923","1,144",452,39.5%,14,765,39.8%,"1,923","1,158",765,39.8%
Norway,UGANDA,KAMPALA,,,,,,345,245,18,7.3%,3,97,28.1%,345,248,97,28.1%
Norway,UKRAINE,KYIV,,,,,,209,187,144,77.0%,13,9,4.3%,209,200,9,4.3%
Norway,UNITED ARAB EMIRATES,ABU DHABI,,,,,,"4,183","3,099",831,26.8%,54,"1,030",24.6%,"4,183","3,153","1,030",24.6%
Norway,UNITED KINGDOM,LONDON,2,2,,,,"3,065","2,135",481,22.5%,22,908,29.6%,"3,067","2,159",908,29.6%
Norway,USA,"NEW YORK, NY",1,1,,,,"2,831","2,719","1,423",52.3%,23,89,3.1%,"2,832","2,743",89,3.1%
Norway,VIETNAM,HANOI,,,,,,"2,112","1,910",171,9.0%,12,190,9.0%,"2,112","1,922",190,9.0%
Poland,ALBANIA,TIRANA,,,,,,179,,,,146,33,18.4%,179,146,33,18.4%
Poland,ALGERIA,ALGIERS,,,,,,"2,611","1,520",508,33.4%,4,"1,087",41.6%,"2,611","1,524","1,087",41.6%
Poland,ANGOLA,LUANDA,,,,,,963,404,89,22.0%,1,558,57.9%,963,405,558,57.9%
Poland,ARGENTINA,BUENOS AIRES,,,,,,4,3,2,66.7%,,1,25.0%,4,3,1,25.0%
Poland,ARMENIA,YEREVAN,,,,,,"3,537","3,217",783,24.3%,,320,9.0%,"3,537","3,217",320,9.0%
Poland,AUSTRALIA,SYDNEY,,,,,,224,221,72,32.6%,,3,1.3%,224,221,3,1.3%
Poland,AUSTRIA,VIENNA,,,,,,1,1,,,,,,1,1,,
Poland,AZERBAIJAN,BAKU,,,,,,"1,820","1,660",457,27.5%,1,159,8.7%,"1,820","1,661",159,8.7%
Poland,BELARUS,BREST,,,,,,"74,306","74,089","63,511",85.7%,6,211,0.3%,"74,306","74,095",211,0.3%
Poland,BELARUS,GRODNO,,,,,,"60,178","60,112","54,769",91.1%,17,49,0.1%,"60,178","60,129",49,0.1%
Poland,BELARUS,MINSK,,,,,,"143,730","143,377","118,185",82.4%,10,343,0.2%,"143,730","143,387",343,0.2%
Poland,BELGIUM,BRUSSELS,,,,,,2,2,,,,,,2,2,,
Poland,BOSNIA AND HERZEGOVINA,SARAJEVO,,,,,,15,15,10,66.7%,,,,15,15,,
Poland,BRAZIL,CURITIBA,,,,,,16,6,3,50.0%,,10,62.5%,16,6,10,62.5%
Poland,BULGARIA,SOFIA,,,,,,222,192,144,75.0%,12,18,8.1%,222,204,18,8.1%
Poland,CANADA,MONTREAL,,,,,,72,71,26,36.6%,,1,1.4%,72,71,1,1.4%
Poland,CANADA,OTTAWA,,,,,,36,35,19,54.3%,,1,2.8%,36,35,1,2.8%
Poland,CANADA,TORONTO,,,,,,241,233,114,48.9%,,8,3.3%,241,233,8,3.3%
Poland,CANADA,VANCOUVER,,,,,,81,80,26,32.5%,,1,1.2%,81,80,1,1.2%
Poland,CHILE,SANTIAGO DE CHILE,,,,,,11,9,5,55.6%,,2,18.2%,11,9,2,18.2%
Poland,CHINA,BEIJING,,,,,,"9,719","9,077","1,209",13.3%,,642,6.6%,"9,719","9,077",642,6.6%
Poland,CHINA,CHENGDU,,,,,,"1,215","1,200",249,20.8%,,15,1.2%,"1,215","1,200",15,1.2%
Poland,CHINA,GUANGZHOU (CANTON),,,,,,"4,278","4,191","1,169",27.9%,,,,"4,278","4,191",,
Poland,CHINA,SHANGHAI,,,,,,"10,621","10,199","1,514",14.8%,,422,4.0%,"10,621","10,199",422,4.0%
Poland,COLOMBIA,BOGOTA,,,,,,13,7,5,71.4%,,6,46.2%,13,7,6,46.2%
Poland,CROATIA,ZAGREB,,,,,,9,9,4,44.4%,,,,9,9,,
Poland,CUBA,HAVANA,,,,,,227,190,25,13.2%,,37,16.3%,227,190,37,16.3%
Poland,CYPRUS,NICOSIA,,,,,,121,96,30,31.3%,1,24,19.8%,121,97,24,19.8%
Poland,CZECH REPUBLIC,PRAGUE,,,,,,2,2,,,,,,2,2,,
Poland,DENMARK,COPENHAGEN,,,,,,3,3,3,100.0%,,,,3,3,,
Poland,EGYPT,CAIRO,,,,,,"2,550","1,897",348,18.3%,9,644,25.3%,"2,550","1,906",644,25.3%
Poland,ETHIOPIA,ADDIS ABEBA,,,,,,321,249,35,14.1%,,72,22.4%,321,249,72,22.4%
Poland,FINLAND,HELSINKI,,,,,,2,1,,,,1,50.0%,2,1,1,50.0%
Poland,FRANCE,PARIS,,,,,,6,4,2,50.0%,2,,,6,6,,
Poland,GEORGIA,TBILISSI,,,,,,80,43,15,34.9%,,37,46.3%,80,43,37,46.3%
Poland,GERMANY,BERLIN,,,,,,21,20,4,20.0%,1,,,21,21,,
Poland,GREECE,ATHENS,,,,,,2,1,,,,1,50.0%,2,1,1,50.0%
Poland,HONG KONG S.A.R.,HONG KONG,,,,,,215,213,55,25.8%,,2,0.9%,215,213,2,0.9%
Poland,INDIA,MUMBAI,,,,,,"5,105","4,580","2,970",64.8%,49,476,9.3%,"5,105","4,629",476,9.3%
Poland,INDIA,NEW DELHI,,,,,,"4,614","3,621","1,210",33.4%,23,970,21.0%,"4,614","3,644",970,21.0%
Poland,INDONESIA,JAKARTA,,,,,,"1,441","1,433","1,200",83.7%,,8,0.6%,"1,441","1,433",8,0.6%
Poland,IRAN,TEHERAN,,,,,,"2,178","1,509",371,24.6%,19,650,29.8%,"2,178","1,528",650,29.8%
Poland,IRAQ,ERBIL,,,,,,"2,249",840,190,22.6%,5,"1,404",62.4%,"2,249",845,"1,404",62.4%
Poland,IRELAND,DUBLIN,,,,,,347,325,123,37.8%,3,19,5.5%,347,328,19,5.5%
Poland,ISRAEL,TEL AVIV,,,,,,527,450,65,14.4%,60,17,3.2%,527,510,17,3.2%
Poland,JAPAN,TOKYO,,,,,,208,199,21,10.6%,1,8,3.8%,208,200,8,3.8%
Poland,JORDAN,AMMAN,,,,,,"1,144",922,237,25.7%,43,179,15.6%,"1,144",965,179,15.6%
Poland,KAZAKHSTAN,ALMATY,,,,,,"3,224","2,939",531,18.1%,3,282,8.7%,"3,224","2,942",282,8.7%
Poland,KAZAKHSTAN,ASTANA,,,,,,"2,597","2,506",395,15.8%,,91,3.5%,"2,597","2,506",91,3.5%
Poland,KENYA,NAIROBI,,,,,,620,430,35,8.1%,18,172,27.7%,620,448,172,27.7%
Poland,KUWAIT,KUWAIT,,,,,,814,656,445,67.8%,34,124,15.2%,814,690,124,15.2%
Poland,LATVIA,RIGA,,,,,,1,1,1,100.0%,,,,1,1,,
Poland,LEBANON,BEIRUT,,,,,,"1,271","1,169",328,28.1%,29,73,5.7%,"1,271","1,198",73,5.7%
Poland,MALAYSIA,KUALA LUMPUR,,,,,,159,82,37,45.1%,,77,48.4%,159,82,77,48.4%
Poland,MEXICO,MEXICO CITY,,,,,,18,18,8,44.4%,,,,18,18,,
Poland,MOLDOVA,CHISINAU,,,,,,88,83,50,60.2%,,5,5.7%,88,83,5,5.7%
Poland,MOROCCO,RABAT,,,,,,889,683,61,8.9%,,206,23.2%,889,683,206,23.2%
Poland,NEW ZEALAND,WELLINGTON,,,,,,35,35,13,37.1%,,,,35,35,,
Poland,NIGERIA,ABUJA,,,,,,"1,219",431,121,28.1%,71,717,58.8%,"1,219",502,717,58.8%
Poland,NORTH KOREA,PYONGYANG,,,,,,100,72,3,4.2%,19,9,9.0%,100,91,9,9.0%
Poland,NORTH MACEDONIA,SKOPJE,,,,,,922,,,,739,183,19.8%,922,739,183,19.8%
Poland,PAKISTAN,ISLAMABAD,,,,,,921,515,187,36.3%,15,391,42.5%,921,530,391,42.5%
Poland,PANAMA,PANAMA CITY,,,,,,16,16,10,62.5%,,,,16,16,,
Poland,PERU,LIMA,,,,,,18,18,8,44.4%,,,,18,18,,
Poland,QATAR,DOHA,,,,,,"1,633","1,350",812,60.1%,67,216,13.2%,"1,633","1,417",216,13.2%
Poland,ROMANIA,BUCHAREST,,,,,,205,183,44,24.0%,,22,10.7%,205,183,22,10.7%
