Schengen State,Country where consulate is located,Consulate,Airport transit visas (ATVs) applied for , ATVs issued (including multiple),Multiple ATVs issued,ATVs not issued ,Not issued rate for ATVs,Uniform visas applied for,"Total  uniform visas issued (including MEV) 
",Multiple entry uniform visas (MEVs) issued,Share of MEVs on total number of uniform visas issued,Total LTVs issued,Uniform visas not issued,Not issued rate for uniform visas,Total ATVs and uniform visas applied for,"Total ATVs and uniform visas issued  (including multiple ATVs, MEVs and LTVs) ",Total ATVs and uniform visas not issued,Not issued rate for ATVs and uniform visas 
Malta,TUNISIA,TUNIS,,,,,,906,673,339,50.4%,30,196,21.6%,906,703,196,21.6%
Malta,TURKEY,ISTANBUL,,,,,,"4,242","3,881","2,391",61.6%,8,333,7.9%,"4,242","3,889",333,7.9%
Malta,UNITED ARAB EMIRATES,DUBAI,,,,,,"1,821","1,387","1,011",72.9%,,360,19.8%,"1,821","1,387",360,19.8%
Malta,UNITED KINGDOM,LONDON,,,,,,"1,421","1,391",435,31.3%,11,17,1.2%,"1,421","1,402",17,1.2%
Malta,USA,"NEW YORK, NY",,,,,,54,53,16,30.2%,,1,1.9%,54,53,1,1.9%
Malta,USA,"WASHINGTON, DC",,,,,,111,98,50,51.0%,7,6,5.4%,111,105,6,5.4%
Netherlands,AFGHANISTAN,KABUL,,,,,,178,159,41,25.8%,19,,,178,178,,
Netherlands,ALGERIA,ALGIERS,,,,,,"5,668","2,297","2,295",99.9%,6,"3,236",57.1%,"5,668","2,303","3,236",57.1%
Netherlands,ANGOLA,LUANDA,,,,,,511,305,255,83.6%,,198,38.7%,511,305,198,38.7%
Netherlands,ARGENTINA,BUENOS AIRES,,,,,,35,26,26,100.0%,,7,20.0%,35,26,7,20.0%
Netherlands,AUSTRALIA,SYDNEY,,,,,,773,715,703,98.3%,5,41,5.3%,773,720,41,5.3%
Netherlands,AZERBAIJAN,BAKU,,,,,,1,1,1,100.0%,,,,1,1,,
Netherlands,BANGLADESH,DHAKA,,,,,,4,4,2,50.0%,,,,4,4,,
Netherlands,BENIN,COTONOU,,,,,,338,245,238,97.1%,1,88,26.0%,338,246,88,26.0%
Netherlands,BHUTAN,THIMPHU,,,,,,3,2,2,100.0%,,1,33.3%,3,2,1,33.3%
Netherlands,BOSNIA AND HERZEGOVINA,SARAJEVO,,,,,,57,49,46,93.9%,1,7,12.3%,57,50,7,12.3%
Netherlands,BRAZIL,SAO PAULO,2,2,2,,,93,69,65,94.2%,4,19,20.4%,95,75,19,20.0%
Netherlands,BULGARIA,SOFIA,,,,,,159,134,122,91.0%,1,21,13.2%,159,135,21,13.2%
Netherlands,CANADA,OTTAWA,,,,,,457,416,406,97.6%,12,19,4.2%,457,428,19,4.2%
Netherlands,CANADA,TORONTO,1,,,,,719,684,664,97.1%,10,17,2.4%,720,694,17,2.4%
Netherlands,CANADA,VANCOUVER,,,,,,544,511,505,98.8%,5,22,4.0%,544,516,22,4.0%
Netherlands,CHILE,SANTIAGO DE CHILE,,,,,,26,23,23,100.0%,,3,11.5%,26,23,3,11.5%
Netherlands,CHINA,BEIJING,,,,,,"19,911","19,296","15,427",79.9%,2,473,2.4%,"19,911","19,298",473,2.4%
Netherlands,CHINA,CHENGDU,,,,,,"1,582","1,562","1,522",97.4%,,13,0.8%,"1,582","1,562",13,0.8%
Netherlands,CHINA,GUANGZHOU (CANTON),,,,,,"9,002","8,630","7,315",84.8%,,340,3.8%,"9,002","8,630",340,3.8%
Netherlands,CHINA,SHANGHAI,,,,,,"18,747","18,189","14,183",78.0%,,479,2.6%,"18,747","18,189",479,2.6%
Netherlands,CHINA,WUHAN,,,,,,895,851,743,87.3%,,42,4.7%,895,851,42,4.7%
Netherlands,COLOMBIA,BOGOTA,4,4,2,,,23,19,17,89.5%,,2,8.7%,27,23,2,7.4%
Netherlands,CONGO (DEMOCRATIC REPUBLIC),KINSHASA,,,,,,23,,,,16,3,13.0%,23,16,3,13.0%
Netherlands,COSTA RICA,SAN JOSE,6,6,3,,,14,12,10,83.3%,,,,20,18,,
Netherlands,CROATIA,ZAGREB,,,,,,21,19,12,63.2%,1,1,4.8%,21,20,1,4.8%
Netherlands,CUBA,HAVANA,22,20,13,,,896,700,356,50.9%,1,183,20.4%,918,721,183,19.9%
Netherlands,CYPRUS,NICOSIA,,,,,,33,,,,,31,93.9%,33,,31,93.9%
Netherlands,CZECH REPUBLIC,PRAGUE,,,,,,2,1,,,,,,2,1,,
Netherlands,DOMINICAN REPUBLIC,SANTO DOMINGO,5,5,2,,,"2,364","1,443",714,49.5%,2,893,37.8%,"2,369","1,450",893,37.7%
Netherlands,EGYPT,CAIRO,1,,,,,"11,985","7,794","7,776",99.8%,101,"3,749",31.3%,"11,986","7,895","3,749",31.3%
Netherlands,ETHIOPIA,ADDIS ABEBA,6,2,2,1,16.7%,"1,944","1,536","1,498",97.5%,6,386,19.9%,"1,950","1,544",387,19.8%
Netherlands,FORMER YUGOSLAV REPUBLIC OF MACEDONIA,SKOPJE,,,,,,67,55,39,70.9%,4,7,10.4%,67,59,7,10.4%
Netherlands,GEORGIA,TBILISSI,,,,,,"4,348","3,095","1,721",55.6%,,"1,179",27.1%,"4,348","3,095","1,179",27.1%
Netherlands,GERMANY,BERLIN,,,,,,1,1,,,,,,1,1,,
Netherlands,GHANA,ACCRA,152,109,82,39,25.7%,"9,388","6,719","6,326",94.2%,16,"2,601",27.7%,"9,540","6,844","2,640",27.7%
Netherlands,GREECE,ATHENS,,,,,,11,8,,,2,1,9.1%,11,10,1,9.1%
Netherlands,HONG KONG S.A.R.,HONG KONG,,,,,,848,828,815,98.4%,,18,2.1%,848,828,18,2.1%
Netherlands,HUNGARY,BUDAPEST,,,,,,8,5,1,20.0%,,1,12.5%,8,5,1,12.5%
Netherlands,INDIA,BANGALORE,1,,,1,100.0%,"11,333","10,894","9,566",87.8%,,404,3.6%,"11,334","10,894",405,3.6%
Netherlands,INDIA,CHENNAI,,,,,,"6,763","6,188","5,501",88.9%,,553,8.2%,"6,763","6,188",553,8.2%
Netherlands,INDIA,KOLKATA,,,,,,"3,620","3,408","2,568",75.4%,,195,5.4%,"3,620","3,408",195,5.4%
Netherlands,INDIA,MUMBAI,1,,,1,100.0%,"21,632","20,836","18,586",89.2%,,745,3.4%,"21,633","20,836",746,3.4%
Netherlands,INDIA,NEW DELHI,4,1,1,1,25.0%,"26,972","23,490","20,155",85.8%,6,"3,184",11.8%,"26,976","23,497","3,185",11.8%
Netherlands,INDONESIA,JAKARTA,1,,,1,100.0%,"37,988","36,848","36,809",99.9%,1,637,1.7%,"37,989","36,849",638,1.7%
Netherlands,IRAN,TEHERAN,77,61,61,15,19.5%,"22,741","17,328","17,303",99.9%,147,"5,086",22.4%,"22,818","17,536","5,101",22.4%
Netherlands,IRAQ,BAGHDAD,,,,,,668,538,538,100.0%,13,107,16.0%,668,551,107,16.0%
Netherlands,IRAQ,ERBIL,,,,,,839,534,531,99.4%,38,254,30.3%,839,572,254,30.3%
Netherlands,IRELAND,DUBLIN,,,,,,"1,291","1,263","1,258",99.6%,2,9,0.7%,"1,291","1,265",9,0.7%
Netherlands,ISRAEL,TEL AVIV,2,,,1,50.0%,202,158,158,100.0%,9,32,15.8%,204,167,33,16.2%
Netherlands,JAPAN,TOKYO,1,,,,,640,573,554,96.7%,2,55,8.6%,641,575,55,8.6%
Netherlands,JORDAN,AMMAN,8,,,1,12.5%,"5,483","4,192","4,192",100.0%,169,"1,052",19.2%,"5,491","4,361","1,053",19.2%
Netherlands,KAZAKHSTAN,ASTANA,,,,,,6,6,6,100.0%,,,,6,6,,
Netherlands,KENYA,NAIROBI,,,,,,"3,454","3,120","3,054",97.9%,11,297,8.6%,"3,454","3,131",297,8.6%
Netherlands,KUWAIT,KUWAIT,13,4,4,1,7.7%,"10,020","9,328","9,328",100.0%,47,544,5.4%,"10,033","9,379",545,5.4%
Netherlands,LEBANON,BEIRUT,7,4,3,1,14.3%,"4,679","3,848","3,844",99.9%,104,688,14.7%,"4,686","3,956",689,14.7%
Netherlands,MALAYSIA,KUALA LUMPUR,,,,,,920,664,649,97.7%,4,221,24.0%,920,668,221,24.0%
Netherlands,MALI,BAMAKO,1,,,1,100.0%,"2,096","1,024",974,95.1%,19,"1,039",49.6%,"2,097","1,043","1,040",49.6%
Netherlands,MEXICO,MEXICO CITY,31,26,24,3,9.7%,140,123,113,91.9%,1,12,8.6%,171,150,15,8.8%
Netherlands,MOROCCO,NADOR,,,,,,"10,102","6,974","6,746",96.7%,1,"3,027",30.0%,"10,102","6,975","3,027",30.0%
Netherlands,MOROCCO,RABAT,,,,,,"10,382","8,588","8,303",96.7%,37,"1,621",15.6%,"10,382","8,625","1,621",15.6%
Netherlands,MOZAMBIQUE,MAPUTO,,,,,,747,670,668,99.7%,1,62,8.3%,747,671,62,8.3%
Netherlands,NEPAL,KATHMANDU,22,8,7,10,45.5%,"1,502",723,483,66.8%,,773,51.5%,"1,524",731,783,51.4%
Netherlands,NETHERLANDS,ARUBA,87,79,70,,,428,405,237,58.5%,,16,3.7%,515,484,16,3.1%
Netherlands,NETHERLANDS,THE HAGUE,,,,,,125,59,58,98.3%,52,,,125,111,,
Netherlands,NETHERLANDS,WILLEMSTAD (CURACAO),14,12,4,1,7.1%,240,208,93,44.7%,7,18,7.5%,254,227,19,7.5%
Netherlands,NEW ZEALAND,WELLINGTON,,,,,,324,298,295,99.0%,,21,6.5%,324,298,21,6.5%
Netherlands,OMAN,MUSCAT,,,,,,"8,477","8,111","8,106",99.9%,22,296,3.5%,"8,477","8,133",296,3.5%
Netherlands,PAKISTAN,ISLAMABAD,41,11,9,23,56.1%,"8,850","4,402","3,195",72.6%,94,"4,188",47.3%,"8,891","4,507","4,211",47.4%
Netherlands,PAKISTAN,KARACHI,4,1,1,3,75.0%,"2,443","1,559","1,164",74.7%,17,817,33.4%,"2,447","1,577",820,33.5%
Netherlands,PALESTINIAN AUTHORITY,RAMALLAH,,,,,,560,371,371,100.0%,85,89,15.9%,560,456,89,15.9%
Netherlands,PERU,LIMA,6,6,5,,,105,90,86,95.6%,2,13,12.4%,111,98,13,11.7%
Netherlands,PHILIPPINES,MANILA,7,,,,,"36,908","35,980","35,831",99.6%,,613,1.7%,"36,915","35,980",613,1.7%
Netherlands,QATAR,DOHA,,,,,,"4,885","3,972","3,971",100.0%,63,775,15.9%,"4,885","4,035",775,15.9%
Netherlands,ROMANIA,BUCHAREST,,,,,,446,391,340,87.0%,1,52,11.7%,446,392,52,11.7%
Netherlands,RUSSIAN FEDERATION,MOSCOW,,,,,,"56,082","54,223","50,689",93.5%,9,"1,617",2.9%,"56,082","54,232","1,617",2.9%
Netherlands,RUSSIAN FEDERATION,NOVOSIBIRSK,,,,,,"2,182","2,119","1,926",90.9%,,40,1.8%,"2,182","2,119",40,1.8%
Netherlands,RUSSIAN FEDERATION,ROSTOV,,,,,,"1,381","1,311","1,206",92.0%,,53,3.8%,"1,381","1,311",53,3.8%
Netherlands,RUSSIAN FEDERATION,ST. PETERSBURG,,,,,,"4,141","3,987","3,843",96.4%,1,127,3.1%,"4,141","3,988",127,3.1%
Netherlands,RUSSIAN FEDERATION,YEKATERINBURG,,,,,,"1,932","1,897","1,719",90.6%,,30,1.6%,"1,932","1,897",30,1.6%
Netherlands,RWANDA,KIGALI,,,,,,5,2,2,100.0%,,1,20.0%,5,2,1,20.0%
Netherlands,SAUDI ARABIA,JEDDAH,8,,,5,62.5%,"1,859","1,522","1,522",100.0%,13,291,15.7%,"1,867","1,535",296,15.9%
Netherlands,SAUDI ARABIA,RIYADH,4,,,4,100.0%,"10,557","9,275","9,274",100.0%,87,"1,012",9.6%,"10,561","9,362","1,016",9.6%
Netherlands,SENEGAL,DAKAR,1,,,1,100.0%,"1,919",793,708,89.3%,,"1,095",57.1%,"1,920",793,"1,096",57.1%
Netherlands,SERBIA,BELGRADE,,,,,,37,22,18,81.8%,3,10,27.0%,37,25,10,27.0%
Netherlands,SINGAPORE,SINGAPORE,,,,,,"2,611","2,533","2,502",98.8%,3,59,2.3%,"2,611","2,536",59,2.3%
Netherlands,SLOVENIA,LJUBLJANA,,,,,,1,,,,1,,,1,1,,
Netherlands,SOUTH AFRICA,CAPE TOWN,,,,,,"6,475","6,324","6,323",100.0%,,100,1.5%,"6,475","6,324",100,1.5%
Netherlands,SOUTH AFRICA,DURBAN,1,1,1,,,"1,810","1,753","1,753",100.0%,,43,2.4%,"1,811","1,754",43,2.4%
Netherlands,SOUTH AFRICA,JOHANNESBURG,,,,,,"5,089","4,957","4,957",100.0%,,106,2.1%,"5,089","4,957",106,2.1%
Netherlands,SOUTH AFRICA,PRETORIA,,,,,,"5,012","4,882","4,882",100.0%,2,102,2.0%,"5,012","4,884",102,2.0%
Netherlands,SOUTH KOREA,SEOUL,2,1,1,,,195,150,143,95.3%,,41,21.0%,197,151,41,20.8%
Netherlands,SRI LANKA,COLOMBO,,,,,,11,4,4,100.0%,1,,,11,5,,
Netherlands,SUDAN,KHARTOUM,2,1,1,1,50.0%,"1,212",830,817,98.4%,140,222,18.3%,"1,214",971,223,18.4%
Netherlands,SURINAME,PARAMARIBO,21,20,13,,,"15,895","14,900","14,277",95.8%,8,896,5.6%,"15,916","14,928",896,5.6%
Netherlands,SWEDEN,STOCKHOLM,,,,,,15,10,10,100.0%,3,2,13.3%,15,13,2,13.3%
Netherlands,TAIWAN,TAIPEI,,,,,,140,134,134,100.0%,,3,2.1%,140,134,3,2.1%
Netherlands,TANZANIA,DAR ES SALAAM,,,,,,942,825,818,99.2%,1,102,10.8%,942,826,102,10.8%
Netherlands,THAILAND,BANGKOK,3,1,1,,,"13,345","12,683","12,321",97.1%,1,762,5.7%,"13,348","12,685",762,5.7%
Netherlands,TRINIDAD AND TOBAGO,PORT OF SPAIN,3,3,2,,,53,49,44,89.8%,,3,5.7%,56,52,3,5.4%
Netherlands,TUNISIA,TUNIS,5,,,,,"4,182","2,424","2,376",98.0%,33,"1,664",39.8%,"4,187","2,457","1,664",39.7%
Netherlands,TURKEY,ANKARA,1,1,1,,,"16,786","14,135","9,783",69.2%,13,"2,542",15.1%,"16,787","14,149","2,542",15.1%
Netherlands,TURKEY,ISTANBUL,3,,,2,66.7%,"51,329","47,400","35,615",75.1%,38,"3,627",7.1%,"51,332","47,438","3,629",7.1%
Netherlands,TURKEY,IZMIR,,,,,,"5,422","4,994","3,440",68.9%,1,417,7.7%,"5,422","4,995",417,7.7%
Netherlands,UGANDA,KAMPALA,4,,,3,75.0%,"1,830","1,179","1,170",99.2%,66,555,30.3%,"1,834","1,245",558,30.4%
Netherlands,UKRAINE,KYIV,12,7,5,3,25.0%,"17,765","16,654","13,961",83.8%,11,"1,064",6.0%,"17,777","16,672","1,067",6.0%
Netherlands,UNITED ARAB EMIRATES,ABU DHABI,22,6,6,15,68.2%,"4,108","3,148","3,147",100.0%,112,738,18.0%,"4,130","3,266",753,18.2%
Netherlands,UNITED ARAB EMIRATES,DUBAI,18,1,1,16,88.9%,"13,881","11,264","11,260",100.0%,160,"2,291",16.5%,"13,899","11,425","2,307",16.6%
Netherlands,UNITED KINGDOM,LONDON,,,,,,"15,738","15,205","15,159",99.7%,126,118,0.7%,"15,738","15,331",118,0.7%
Netherlands,UNITED KINGDOM,MANCHESTER,,,,,,"2,081","2,013","2,007",99.7%,17,26,1.2%,"2,081","2,030",26,1.2%
Netherlands,USA,"CHICAGO, IL",2,,,,,765,719,697,96.9%,2,15,2.0%,767,721,15,2.0%
Netherlands,USA,"HOUSTON, TX",2,2,2,,,572,526,519,98.7%,4,23,4.0%,574,532,23,4.0%
Netherlands,USA,"MIAMI, FL",,,,,,439,406,400,98.5%,1,21,4.8%,439,407,21,4.8%
Netherlands,USA,"NEW YORK, NY",3,,,,,"2,306","2,222","2,164",97.4%,12,39,1.7%,"2,309","2,234",39,1.7%
Netherlands,USA,"SAN FRANCISCO, CA",4,,,,,"1,904","1,804","1,756",97.3%,6,51,2.7%,"1,908","1,810",51,2.7%
Netherlands,USA,"WASHINGTON, DC",3,,,,,"1,260","1,189","1,166",98.1%,7,30,2.4%,"1,263","1,196",30,2.4%
Netherlands,VENEZUELA,CARACAS,23,,,,,31,14,13,92.9%,,13,41.9%,54,14,13,24.1%
Netherlands,VIETNAM,HANOI,,,,,,"1,987","1,562","1,313",84.1%,65,298,15.0%,"1,987","1,627",298,15.0%
Netherlands,VIETNAM,HO CHI MINH,,,,,,"5,730","4,709","2,906",61.7%,31,828,14.5%,"5,730","4,740",828,14.5%
Netherlands,ZIMBABWE,HARARE,,,,,,724,591,590,99.8%,,125,17.3%,724,591,125,17.3%
Norway,AFGHANISTAN,KABUL,,,,,,55,33,8,24.2%,16,6,10.9%,55,49,6,10.9%
Norway,ALGERIA,ALGIERS,,,,,,745,400,157,39.3%,,345,46.3%,745,400,345,46.3%
Norway,ANGOLA,LUANDA,,,,,,439,338,86,25.4%,,101,23.0%,439,338,101,23.0%
Norway,ARGENTINA,BUENOS AIRES,,,,,,20,19,3,15.8%,,1,5.0%,20,19,1,5.0%
Norway,AUSTRALIA,CANBERRA,,,,,,750,698,140,20.1%,17,35,4.7%,750,715,35,4.7%
Norway,AZERBAIJAN,BAKU,,,,,,"1,685","1,328",470,35.4%,,357,21.2%,"1,685","1,328",357,21.2%
Norway,BOSNIA AND HERZEGOVINA,SARAJEVO,,,,,,1,1,,,,,,1,1,,
Norway,BRAZIL,BRASILIA,,,,,,16,10,2,20.0%,,6,37.5%,16,10,6,37.5%
Norway,BRAZIL,RIO DE JANEIRO,,,,,,36,29,17,58.6%,1,6,16.7%,36,30,6,16.7%
Norway,CHINA,BEIJING,,,,,,"26,707","26,198","1,509",5.8%,1,508,1.9%,"26,707","26,199",508,1.9%
Norway,CHINA,GUANGZHOU (CANTON),,,,,,"18,819","18,590",656,3.5%,,229,1.2%,"18,819","18,590",229,1.2%
Norway,CHINA,SHANGHAI,,,,,,"34,695","34,645","1,565",4.5%,,50,0.1%,"34,695","34,645",50,0.1%
Norway,CROATIA,ZAGREB,,,,,,21,21,6,28.6%,,,,21,21,,
Norway,CUBA,HAVANA,,,,,,4,4,,,,,,4,4,,
Norway,DENMARK,COPENHAGEN,,,,,,1,1,,,,,,1,1,,
Norway,EGYPT,CAIRO,,,,,,543,465,151,32.5%,2,76,14.0%,543,467,76,14.0%
Norway,ETHIOPIA,ADDIS ABEBA,,,,,,4,,,,,4,100.0%,4,,4,100.0%
Norway,GHANA,ACCRA,,,,,,932,568,96,16.9%,,364,39.1%,932,568,364,39.1%
Norway,GREECE,ATHENS,,,,,,1,1,,,,,,1,1,,
Norway,ICELAND,REYKJAVIK,,,,,,2,2,2,100.0%,,,,2,2,,
Norway,INDIA,NEW DELHI,,,,,,"14,370","13,385","5,897",44.1%,10,975,6.8%,"14,370","13,395",975,6.8%
Norway,INDONESIA,JAKARTA,,,,,,"4,633","4,625",451,9.8%,,8,0.2%,"4,633","4,625",8,0.2%
Norway,IRAN,TEHERAN,,,,,,"2,437","1,729",114,6.6%,35,673,27.6%,"2,437","1,764",673,27.6%
Norway,ISRAEL,TEL AVIV,,,,,,33,31,2,6.5%,,2,6.1%,33,31,2,6.1%
Norway,ITALY,ROME,,,,,,3,1,,,,2,66.7%,3,1,2,66.7%
Norway,JAPAN,TOKYO,,,,,,207,205,14,6.8%,,2,1.0%,207,205,2,1.0%
Norway,JORDAN,AMMAN,,,,,,"1,024",843,232,27.5%,24,157,15.3%,"1,024",867,157,15.3%
Norway,KENYA,NAIROBI,,,,,,849,644,45,7.0%,11,194,22.9%,849,655,194,22.9%
Norway,KOSOVO,PRISTINA,,,,,,"2,957",26,16,61.5%,"2,477",454,15.4%,"2,957","2,503",454,15.4%
Norway,LEBANON,BEIRUT,,,,,,593,483,294,60.9%,39,71,12.0%,593,522,71,12.0%
Norway,MALAWI,LILONGWE,,,,,,"1,891","1,769",232,13.1%,24,98,5.2%,"1,891","1,793",98,5.2%
Norway,MOZAMBIQUE,MAPUTO,,,,,,172,152,34,22.4%,1,19,11.0%,172,153,19,11.0%
Norway,NETHERLANDS,THE HAGUE,,,,,,3,3,1,33.3%,,,,3,3,,
Norway,NIGERIA,ABUJA,,,,,,"1,095",474,55,11.6%,25,596,54.4%,"1,095",499,596,54.4%
Norway,PAKISTAN,ISLAMABAD,,,,,,"2,730","1,567",404,25.8%,18,"1,145",41.9%,"2,730","1,585","1,145",41.9%
Norway,PALESTINIAN AUTHORITY,RAMALLAH,,,,,,313,217,25,11.5%,17,79,25.2%,313,234,79,25.2%
Norway,PHILIPPINES,MANILA,,,,,,"14,159","13,030","5,322",40.8%,,"1,129",8.0%,"14,159","13,030","1,129",8.0%
Norway,ROMANIA,BUCHAREST,,,,,,28,23,3,13.0%,,5,17.9%,28,23,5,17.9%
Norway,RUSSIAN FEDERATION,MOSCOW,,,,,,"15,543","15,266","9,975",65.3%,5,272,1.7%,"15,543","15,271",272,1.7%
Norway,RUSSIAN FEDERATION,MURMANSK,,,,,,"6,273","6,080","5,755",94.7%,,193,3.1%,"6,273","6,080",193,3.1%
Norway,RUSSIAN FEDERATION,ST. PETERSBURG,,,,,,"2,344","2,307","1,624",70.4%,1,36,1.5%,"2,344","2,308",36,1.5%
Norway,SAUDI ARABIA,RIYADH,,,,,,"1,022",921,808,87.7%,,101,9.9%,"1,022",921,101,9.9%
Norway,SERBIA,BELGRADE,,,,,,21,12,3,25.0%,,9,42.9%,21,12,9,42.9%
Norway,SOUTH AFRICA,PRETORIA,,,,,,"2,627","2,585",864,33.4%,1,41,1.6%,"2,627","2,586",41,1.6%
Norway,SOUTH SUDAN,JUBA,,,,,,12,7,,,3,2,16.7%,12,10,2,16.7%
Norway,SPAIN,MADRID,,,,,,2,2,,,,,,2,2,,
Norway,SRI LANKA,COLOMBO,,,,,,"2,977","2,532",336,13.3%,25,420,14.1%,"2,977","2,557",420,14.1%
Norway,SUDAN,KHARTOUM,,,,,,685,364,79,21.7%,22,299,43.6%,685,386,299,43.6%
Norway,SWEDEN,STOCKHOLM,,,,,,2,1,,,,1,50.0%,2,1,1,50.0%
Norway,THAILAND,BANGKOK,,,,,,"12,415","12,024","6,130",51.0%,1,390,3.1%,"12,415","12,025",390,3.1%
Norway,TUNISIA,TUNIS,,,,,,1,1,1,100.0%,,,,1,1,,
Norway,TURKEY,ANKARA,,,,,,"1,902","1,415",462,32.7%,7,480,25.2%,"1,902","1,422",480,25.2%
Norway,UGANDA,KAMPALA,,,,,,"2,796","2,061",147,7.1%,7,728,26.0%,"2,796","2,068",728,26.0%
Norway,UKRAINE,KYIV,,,,,,"2,875","2,796","1,342",48.0%,1,78,2.7%,"2,875","2,797",78,2.7%
Norway,UNITED ARAB EMIRATES,ABU DHABI,,,,,,"2,333","2,156",428,19.9%,8,169,7.2%,"2,333","2,164",169,7.2%
Norway,UNITED KINGDOM,LONDON,,,,,,"3,164","3,058",451,14.7%,15,91,2.9%,"3,164","3,073",91,2.9%
Norway,USA,"NEW YORK, NY",,,,,,"4,162","4,093","1,655",40.4%,25,44,1.1%,"4,162","4,118",44,1.1%
Norway,VIETNAM,HANOI,,,,,,"1,953","1,823",108,5.9%,5,125,6.4%,"1,953","1,828",125,6.4%
Poland,ALBANIA,TIRANA,,,,,,41,8,5,62.5%,27,6,14.6%,41,35,6,14.6%
Poland,ALGERIA,ALGIERS,,,,,,"2,401","1,386",564,40.7%,2,"1,013",42.2%,"2,401","1,388","1,013",42.2%
Poland,ANGOLA,LUANDA,,,,,,"1,110",484,127,26.2%,4,622,56.0%,"1,110",488,622,56.0%
Poland,ARGENTINA,BUENOS AIRES,,,,,,3,3,,,,,,3,3,,
Poland,ARMENIA,YEREVAN,,,,,,"4,523","3,981",797,20.0%,2,540,11.9%,"4,523","3,983",540,11.9%
Poland,AUSTRALIA,SYDNEY,,,,,,142,139,18,12.9%,2,1,0.7%,142,141,1,0.7%
Poland,AZERBAIJAN,BAKU,,,,,,"2,062","1,783",550,30.8%,12,267,12.9%,"2,062","1,795",267,12.9%
Poland,BELARUS,BREST,,,,,,"86,409","86,263","72,568",84.1%,3,143,0.2%,"86,409","86,266",143,0.2%
Poland,BELARUS,GRODNO,,,,,,"66,595","66,457","58,894",88.6%,20,118,0.2%,"66,595","66,477",118,0.2%
Poland,BELARUS,MINSK,,,,,,"155,270","154,888","121,581",78.5%,16,366,0.2%,"155,270","154,904",366,0.2%
Poland,BELGIUM,BRUSSELS,,,,,,5,3,2,66.7%,2,,,5,5,,
Poland,BOSNIA AND HERZEGOVINA,SARAJEVO,,,,,,11,11,9,81.8%,,,,11,11,,
Poland,BRAZIL,BRASILIA,,,,,,11,3,1,33.3%,,8,72.7%,11,3,8,72.7%
Poland,BRAZIL,CURITIBA,,,,,,14,11,5,45.5%,,3,21.4%,14,11,3,21.4%
Poland,BULGARIA,SOFIA,,,,,,235,226,164,72.6%,2,7,3.0%,235,228,7,3.0%
Poland,CANADA,OTTAWA,,,,,,67,67,26,38.8%,,,,67,67,,
Poland,CANADA,TORONTO,,,,,,253,252,179,71.0%,,1,0.4%,253,252,1,0.4%
Poland,CANADA,VANCOUVER,,,,,,65,64,7,10.9%,,1,1.5%,65,64,1,1.5%
Poland,CHILE,SANTIAGO DE CHILE,,,,,,10,10,5,50.0%,,,,10,10,,
Poland,CHINA,BEIJING,1,1,1,,,"10,638","9,589","1,509",15.7%,,"1,049",9.9%,"10,639","9,590","1,049",9.9%
Poland,CHINA,CHENGDU,,,,,,"1,027","1,018",161,15.8%,,9,0.9%,"1,027","1,018",9,0.9%
Poland,CHINA,GUANGZHOU (CANTON),,,,,,"3,969","3,829","1,015",26.5%,1,139,3.5%,"3,969","3,830",139,3.5%
Poland,CHINA,SHANGHAI,,,,,,"10,004","9,487","1,370",14.4%,,517,5.2%,"10,004","9,487",517,5.2%
Poland,COLOMBIA,BOGOTA,,,,,,48,39,9,23.1%,,9,18.8%,48,39,9,18.8%
Poland,CROATIA,ZAGREB,,,,,,14,14,1,7.1%,,,,14,14,,
Poland,CUBA,HAVANA,,,,,,244,208,29,13.9%,,36,14.8%,244,208,36,14.8%
Poland,CYPRUS,NICOSIA,,,,,,150,79,28,35.4%,,71,47.3%,150,79,71,47.3%
Poland,CZECH REPUBLIC,PRAGUE,,,,,,1,1,1,100.0%,,,,1,1,,
Poland,DENMARK,COPENHAGEN,,,,,,2,2,2,100.0%,,,,2,2,,
Poland,EGYPT,CAIRO,,,,,,"2,643","1,923",423,22.0%,14,706,26.7%,"2,643","1,937",706,26.7%
Poland,ETHIOPIA,ADDIS ABEBA,,,,,,256,187,23,12.3%,,69,27.0%,256,187,69,27.0%
Poland,FINLAND,HELSINKI,,,,,,2,2,2,100.0%,,,,2,2,,
Poland,FORMER YUGOSLAV REPUBLIC OF MACEDONIA,SKOPJE,,,,,,"1,711",697,24,3.4%,653,361,21.1%,"1,711","1,350",361,21.1%
Poland,FRANCE,PARIS,,,,,,4,3,3,100.0%,1,,,4,4,,
Poland,GEORGIA,TBILISSI,,,,,,870,700,253,36.1%,,170,19.5%,870,700,170,19.5%
Poland,GERMANY,BERLIN,,,,,,7,3,2,66.7%,1,3,42.9%,7,4,3,42.9%
Poland,GREECE,ATHENS,,,,,,3,3,,,,,,3,3,,
Poland,HONG KONG S.A.R.,HONG KONG,,,,,,225,220,102,46.4%,,5,2.2%,225,220,5,2.2%
Poland,INDIA,MUMBAI,,,,,,"4,974","4,151","2,540",61.2%,,823,16.5%,"4,974","4,151",823,16.5%
Poland,INDIA,NEW DELHI,,,,,,"4,838","3,652","1,383",37.9%,33,"1,153",23.8%,"4,838","3,685","1,153",23.8%
Poland,INDONESIA,JAKARTA,1,1,,,,"1,216","1,191",821,68.9%,1,24,2.0%,"1,217","1,193",24,2.0%
